HU1,HU2,HU3,HU4,HU5,HU6,HU7
2.7412866613260403,6.180302496699693,10.087674081212025,10.33358035498277,20.60788893497141,13.543023835827144,-20.841641654958675
2.683979229978085,6.044008590809872,9.83027771826711,9.835063631241319,19.67831260298066,12.862175661919844,-20.32917126323017
2.6697757788429533,5.638486071844874,9.114088011543629,9.34760524010153,18.58545625756462,12.199914585680023,19.327636595099026
2.7024729499566185,5.6740333667090725,9.409941227393634,9.592059067801149,19.094500165093834,12.437496514057793,20.182832039897157
2.7486464268252164,5.770858798957079,9.620866547085338,9.91505782295644,19.701725899682327,12.822627205867125,20.224693766396943
2.7791120581773003,5.8788219089123706,9.695567649668595,9.79707171825004,19.54800326787033,12.769586693596494,20.382132087552844
2.718746741857247,5.669250121714397,9.679432679326382,10.101462771888336,19.992173105507828,12.952229576638784,-21.450764959976766
2.788142906399059,6.26216537184934,10.547948879646954,10.568560944804014,21.152141551456854,13.764032560977162,-21.60595212335355
2.7189894139255935,6.08908779624104,10.15278575640082,10.712504893329209,21.145595480221225,13.757115938056854,-22.489442139459104
2.7753344756214964,5.869199281035475,9.7331836423696,10.139555653718578,20.08361241128166,13.077945711222082,-20.805253141554523
2.7168643488700375,5.639382894400825,9.28801586934622,9.745522293125058,19.297465487574883,12.743173550266107,-19.674906662095847
2.7659225292457235,5.826740947378882,10.050204130121895,10.939558961367604,21.515416254140714,13.90974484320818,21.687871327040437
2.7774493239771383,6.263811565648298,10.310985847570942,10.265825602214996,20.672776716803405,13.518941262815279,-20.742248990151907
2.7262742536906743,5.745500694733063,10.092982278943943,10.848987264844093,21.36135244842395,13.793607290348117,-21.700313529154794
2.748494037048061,5.760817857822515,9.682671267028706,10.349745892662249,20.465388475484872,13.451181580447212,20.58338731267145
2.7074140171407164,6.045036818846362,11.332532653072482,10.459479587390998,-21.563642986670274,13.482105444549777,21.460494311364233
2.782381380500232,5.875958834475403,10.24360199906328,11.061351025199402,21.71584406311612,13.999330884435214,22.73091028791959
2.78684091019557,5.884325378831939,10.282752147868703,11.219908628003125,22.23100922362229,14.35021762759382,22.049409298832515
2.773274856315462,6.262072617042765,10.276082013586436,10.257722389843792,20.65965714417562,13.528036648191533,-20.69181125494917
2.719021247108439,5.722949211080971,10.20199586415184,11.163483140899546,21.958371362912004,14.167301141736354,-22.043368977813724
2.756028978926411,5.83797743861554,9.902684831070948,10.377854333961254,20.519291012737334,13.300292751283115,21.653531022389345
2.7348229012610115,5.754888860488837,9.651721341413445,10.075576017172223,19.94891348503755,13.003856957165533,20.61929349694766
2.7129361529578957,6.053314950346657,10.658948715912375,10.888194729171861,-21.835318208902635,13.917786494392521,21.79145590819319
2.727453775333289,5.70113344375286,9.328049363699451,10.379876000041072,-20.378777450908704,-13.339702351627942,-20.39007688583979
2.7667381474957367,5.864009074092652,9.863372233386027,10.400365102210639,20.532340449299767,13.333401013385014,22.18662420537382
2.6864783333400455,6.043784130087093,10.603990227161173,10.763751395443617,-22.03968277286093,13.88211368590145,-21.462319857947445
2.7695027038751663,6.240904143235399,10.296014487227747,10.390480011082916,20.898524844320008,13.623150806327162,20.87084139490552
2.7599888692556123,5.829100366498602,10.06785875089688,10.808700341019975,21.247429622623514,13.723863305543974,22.589103218704775
2.7324542414385546,5.743066290769488,9.689378321105757,10.108768683466897,20.01682956280632,13.032027447230536,20.703881052285976
2.7264077816984464,5.722724983462007,9.524514537460131,9.805802045661059,19.47257096340835,12.667167323268119,20.53664493242904
2.7899296429851006,5.909621192301678,9.939963058516764,10.479269635801874,20.690009496349397,13.434519674332062,-21.832535529263453
2.7325220390807052,6.160209044831488,10.145792421148949,10.634014673373827,21.02842490019939,13.731876328154726,21.867616481203505
2.7389334713736404,5.758842017519689,9.650290028022122,10.123030836917229,20.035111003200598,13.087489536178403,20.48806882195257
2.793050248149591,6.299215782570367,10.551809310804531,10.41279687970076,20.911212268231225,13.566948442841817,21.46790478877493
2.726180486768828,5.6964458371367535,9.359202131129978,10.332295115779738,-20.677536021349542,-13.486253392817126,-20.20097897096147
2.7482895410543007,5.77956583547685,9.657298135235969,9.971844500507805,19.788441497133963,12.865342047406264,20.80251974163592
2.7775899051556885,5.842451870181428,10.092656675119951,10.864639067528412,21.36724076181607,13.84664446202065,21.83384350239131
2.723443271464132,6.110501107740135,10.583716326358273,10.901159757141489,-21.966201097780175,14.08336143681559,-21.6993274215904
2.816165480522396,6.4029102239459545,10.426005896701248,10.495198507058285,21.159424999170906,13.958963322168639,-21.063676740161625
2.765832938835829,5.804488618389116,9.68723708153521,9.990444836737229,19.830884865468207,12.897614129959857,-20.896528315074217
2.7427076072220897,5.76142761253447,9.578861350326967,10.162080600836607,20.16042585836946,13.334392170443541,20.208345665174566
2.7574846903867787,5.8482320257616545,9.89668303518708,10.827025379162315,-21.242985214966442,-13.804616064351595,21.51712690586815
2.814529429717374,5.942520100074062,10.047392039986958,10.577593246772928,20.897425162314295,13.54886157102011,-21.62929585199111
2.8139757186244063,6.380518863935776,10.330309498755176,10.407705511541263,20.97348232955066,13.831807872718498,-20.889117008211944
2.7882154911130037,5.900342975678687,9.945353758445567,10.322646386583687,20.462569154242086,13.310293330657963,21.241718544143517
2.800074954091867,5.8822288119154065,9.746684951432623,10.061023973984332,19.96928249753135,13.011717453373205,-20.81352724836145
2.8014393240339146,5.9047936203054645,9.842706178411943,10.161133495448542,20.16307126563888,13.11612832025255,22.204609833121697
